user_id,manga_id,rating
130793,109140,78
130793,109170,82
130793,109231,85
130793,109235,83
130793,109241,78
130793,109399,85
130793,109436,84
130793,109497,77
130793,109501,83
130793,109672,81
130793,109728,90
130793,109779,83
130793,109790,82
130793,109849,82
130793,109898,83
130793,109900,82
130793,109985,56
130793,110042,90
130793,110075,82
130793,110078,81
130793,110128,50
130793,110204,84
130793,110374,60
130793,110375,87
130793,110418,90
130793,110462,84
130793,110483,83
130793,110577,78
130793,110710,85
130793,110731,82
130793,110744,60
130793,110754,77
130793,110759,73
130793,110760,78
130793,110785,82
130793,110804,85
130793,110806,85
130793,110817,83
130793,110872,82
130793,110884,40
130793,110905,68
130793,110918,82
130793,110941,83
130793,111003,66
130793,111036,83
130793,111083,83
130793,111089,82
130793,111101,85
130793,111103,82
130793,111154,82
130793,111198,85
130793,111239,83
130793,111298,82
130793,111361,85
130793,111366,83
130793,111403,85
130793,111404,80
130793,111411,80
130793,111477,83
130793,111540,66
130793,111701,82
130793,111735,82
130793,111764,85
130793,111846,64
130793,112147,83
130793,112168,60
130793,112241,80
130793,112304,76
130793,112319,78
130793,112328,68
130793,112481,85
130793,112520,83
130793,112536,80
130793,112594,56
130793,112786,62
130793,112832,79
130793,113005,80
130793,113061,78
130793,113073,48
130793,113076,82
130793,113155,82
130793,113164,78
130793,113171,82
130793,113224,76
130793,113396,82
130793,113485,73
130793,113488,60
130793,113501,85
130793,113632,50
130793,113633,78
130793,113636,85
130793,113666,40
130793,113984,85
130793,113987,83
130793,114164,85
130793,114383,84
130793,114416,71
130793,114438,76
130793,114526,85
130793,114563,83
130793,114595,75
130793,114605,75
130793,114627,78
130793,114903,82
130793,114960,70
130793,115037,80
130793,115042,61
130793,115150,80
130793,115240,63
130793,115455,83
130793,116027,78
130793,116062,70
130793,116071,80
130793,116175,77
130793,116180,82
130793,116201,80
130793,116239,80
130793,116353,74
130793,116361,73
130793,116363,82
130793,116365,78
130793,116382,85
130793,116383,62
130793,116386,83
130793,116451,82
130793,116621,82
130793,116675,50
130793,116693,70
130793,116722,82
130793,116809,82
130793,116833,74
130793,117062,74
130793,117068,78
130793,117271,80
130793,117273,78
130793,117322,74
130793,117460,78
130793,117733,76
130793,117919,82
130793,118210,82
130793,118267,90
130793,118368,78
130793,118437,85
130793,118519,100
130793,118534,83
130793,118666,61
130793,118695,50
130793,118754,77
130793,118850,82
130793,118940,72
130793,119009,76
130793,119143,60
130793,119174,87
130793,119194,84
130793,119257,87
130793,119276,83
130793,119440,72
130793,119511,78
130793,119733,83
130793,120336,83
130793,120357,70
130793,120420,78
130793,120640,77
130793,120760,70
130793,120854,82
130793,120907,48
130793,120980,66
130793,121518,82
130793,121627,76
130793,121991,50
130793,122110,80
130793,122192,73
130793,122337,78
130793,122706,85
130793,122969,73
130793,123010,72
130793,123164,82
130793,123372,76
130793,123573,75
130793,123898,74
130793,124025,80
130793,124155,85
130793,124618,50
130793,125036,74
130793,125116,82
130793,125377,50
130793,125379,82
130793,125512,82
130793,125636,70
130793,125816,76
130793,125828,83
130793,126297,82
130793,126372,84
130793,126840,85
130793,127102,83
130793,127336,80
130793,127554,65
130793,127734,82
130793,127778,84
130793,128067,81
130793,128851,82
130793,129579,40
130793,129705,81
130793,129725,50
130793,129941,65
130793,130566,65
130793,130627,73
130793,131041,70
130793,131761,50
130793,132128,70
130793,132457,75
130793,132510,74
130793,132611,82
130793,134369,82
130793,135317,50
130793,135875,53
130793,136331,70
130793,137375,57
130793,137595,60
130793,137714,78
130793,138366,89
130793,139499,90
130793,139572,83
130793,140407,70
130793,140837,70
130793,141316,88
130793,141705,70
130793,141813,34
130793,141956,85
130793,144957,83
130793,145415,82
130793,147943,70
130793,149332,70
130793,150384,40
130793,150600,80
130793,151025,84
130793,153284,84
130793,159445,40
130793,159572,70
130793,162360,30
130793,163448,70
130793,163536,70
130793,163824,80
130793,172166,70
130793,172619,70
130793,175262,80
130793,175502,70
130793,183855,70
130793,184974,70
130793,205193,10
558976,30877,90
558976,34632,80
558976,44127,80
558976,65243,90
558976,87208,100
558976,87216,100
558976,87292,90
558976,87423,96
558976,97764,70
558976,97897,80
558976,98009,94
558976,98334,90
558976,98620,100
558976,100805,100
558976,100885,90
558976,100918,90
558976,100954,80
558976,103232,96
558976,103855,70
558976,105778,90
558976,106867,90
558976,111133,87
558976,112579,80
558976,114027,100
558976,124273,70
5606728,30002,100
5606728,30113,70
5606728,30436,80
5606728,30642,90
5606728,34632,90
5606728,47353,70
5606728,47465,90
5606728,54294,100
5606728,62975,70
